GID,GID_hr,HER_hr_montype,HR_type,HR_description,HR_age,HR_sex,HR_condition,HR_completeness,HR_posture,HR_orientation,HR_rite
72791,71955,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS127: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72792,71956,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS128: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fE); POSTURE, Flexed; SEX, M; AGE, A (20-25); BIOG. DETAILS, ",Adult 19-39,Male,Articulated,Unknown,Flexed (facing right),S-N,East Yorkshire Type A
72793,71957,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS131: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A; BIOG. DETAILS, ",Adult 19-39,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72794,71958,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS134: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72795,71959,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS141: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, U; AGE, J (2-6); BIOG. DETAILS, ",Child 3-13,Unknown,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72796,71960,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS142: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Flexed; SEX, F; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Flexed (facing left),S-N,East Yorkshire Type A
72797,71961,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS147: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72798,71962,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS148: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72799,71963,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS151: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (17-25); BIOG. DETAILS, ",Subadult 14-18,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type D
72800,71964,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS152: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45) but SK 45+; BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72801,71965,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS153: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72802,71966,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS156 (additional foetus): EYORKS BURIAL TYPE A; ORIENTATION, N-S (fW); POSTURE, Flexed; SEX, F; AGE, A (25-35); BIOG. DETAILS, Probably death during pregnancy/birth: foetus in situ",Adult 19-39,Female,Biography: Diseased/Disabled,Unknown,Flexed (facing right),N-S,East Yorkshire Type A
72803,71967,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS163: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72804,71968,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS164: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, F; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Flexed (facing left),N-S,East Yorkshire Type A
72805,71969,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS168: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72806,71970,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS169: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72807,71971,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS173: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72808,71972,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS175: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, U; AGE, A; BIOG. DETAILS, ",Adult 19-39,Unknown,Articulated,Unknown,Crouched (facing right),N-S,East Yorkshire Type A
72809,71973,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS176: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, U; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Unknown,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72810,71974,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS181: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72811,71975,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS184: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72812,71976,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS185: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS,",Old Adult >40,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72813,71977,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS187: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Tightly crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72814,71978,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS188: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72815,71979,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS190: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (20-25) but SK 26-35; BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72816,71980,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS192: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35) but SK 36-45; BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type D
72817,71981,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS194: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72818,71982,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS195: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72819,71983,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS196: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45) but SK 45+; BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Crouched (facing right),S-N,East Yorkshire Type A
72820,71984,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS197: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (20-25); BIOG. DETAILS, ",Adult 19-39,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72821,71985,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS198: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35) but SK 36-45; BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72822,71986,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS200: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS",Infant <3,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72823,71987,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS201: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, L (14-18); BIOG. DETAILS, ",Subadult 14-18,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72824,71988,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS202: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type D
72825,71989,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS208: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type D
72826,71990,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS214: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (30-40); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72827,71991,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS215: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, M; AGE, A (30-40); BIOG. DETAILS, ",Adult 19-39,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type D
72828,71992,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS218: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35) but SK 36-45; BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type D
72829,71993,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS219: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72830,71994,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS220: EYORKS BURIAL TYPE D; ORIENTATION, E-W (fN); POSTURE, Crouched; SEX, F; AGE, A (20-25); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),E-W,East Yorkshire Type D
72831,71995,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS221: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45) but SK 45+; BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72832,71996,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS222: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, M; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Flexed (facing left),N-S,East Yorkshire Type A
72833,71997,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS227: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Crouched (facing right),N-S,East Yorkshire Type A
72834,71998,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS231: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, U; AGE, J (8-10); BIOG. DETAILS, ",Child 3-13,Unknown,Articulated,Unknown,Flexed (facing left),N-S,East Yorkshire Type D
72835,71999,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS232: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, U; AGE, J (6-7); BIOG. DETAILS, ",Child 3-13,Unknown,Articulated,Unknown,Crouched (facing right),N-S,East Yorkshire Type D
72836,72000,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS234: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72837,72001,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS237: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, F; AGE, A; BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing right),N-S,East Yorkshire Type A
72838,72002,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS238: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72839,72003,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS240: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Crouched; SEX, F; AGE, A; BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),S-N,East Yorkshire Type A
72840,72004,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS241: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35) but SK 45+; BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72841,72005,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS242: EYORKS BURIAL TYPE D; ORIENTATION, E-W (fN); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Crouched (facing left),E-W,East Yorkshire Type D
72842,72006,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS243: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72843,72007,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS247: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Flexed; SEX, F; AGE, A (20-25); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),S-N,East Yorkshire Type A
72844,72008,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS254: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Tightly crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),S-N,East Yorkshire Type A
72845,72009,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS255: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72846,72010,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS258: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Crouched; SEX, F; AGE, A (14-18); BIOG. DETAILS,",Subadult 14-18,Female,Articulated,Unknown,Crouched (facing left),S-N,East Yorkshire Type A
72847,72011,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS259: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Crouched; SEX, M; AGE, A (30-40); BIOG. DETAILS, ",Adult 19-39,Male,Articulated,Unknown,Crouched (facing left),S-N,East Yorkshire Type A
72848,72012,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS261: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A; BIOG. DETAILS, ",Adult 19-39,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72849,72013,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS262: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72850,72014,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS263: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Crouched; SEX, F; AGE, A (40-45); BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Crouched (facing left),S-N,East Yorkshire Type A
72851,72015,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS264: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, ?M; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72852,72016,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS265: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72853,72017,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS271: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72854,72018,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS272: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Female,Articulated,Unknown,Crouched (facing right),N-S,East Yorkshire Type A
72855,72019,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS280: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type D
72856,72020,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS281: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, ",Adult 19-39,Female,Articulated,Unknown,Crouched (facing left),N-S,East Yorkshire Type A
72857,72021,,Inhumation,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:People:Burial WS283: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Crouched; SEX, M; AGE, A (45+); BIOG. DETAILS, ",Old Adult >40,Male,Articulated,Unknown,Crouched (facing left),S-N,East Yorkshire Type A
