Site_ID,GID,Grave_hierarchy,Formality_factor,HER_grave_montype,Grave_type,Grave_orientation,Grave_description,Number_object_records,Number_hr_records,Giles_2012_catalogue_number,Gg_summary,Hr_summary
72848,72821,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS198: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS198: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35) but SK 36-45; BIOG. DETAILS, Objects:Burial WS198: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS198,Coffin,Inhumation
72848,72822,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS200: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS200: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS200: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS200,Coffin,Inhumation
72848,72823,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS201: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS201: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, L (14-18); BIOG. DETAILS, Objects:Burial WS201: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS201,Coffin,Inhumation
72848,72824,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS202: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS202: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS202: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS202,Coffin,Inhumation
72848,72825,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS208: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS208: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS208: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS208,Coffin,Inhumation
72848,72826,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS214: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS214: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (30-40); BIOG. DETAILS, Objects:Burial WS214: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS214,Coffin,Inhumation
72848,72827,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS215: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS215: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, M; AGE, A (30-40); BIOG. DETAILS, Objects:Burial WS215: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS215,Coffin,Inhumation
72848,72828,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS218: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS218: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35) but SK 36-45; BIOG. DETAILS, Objects:Burial WS218: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS218,Coffin,Inhumation
72848,72829,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS219: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS219: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS219: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS219,Coffin,Inhumation
72848,72830,,1,,Grave,E-W,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS220: Deep grave pit (> 0.35m deep), orientation E-W People:Burial WS220: EYORKS BURIAL TYPE D; ORIENTATION, E-W (fN); POSTURE, Crouched; SEX, F; AGE, A (20-25); BIOG. DETAILS, Objects:Burial WS220: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS220,Coffin,Inhumation
72848,72831,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS221: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS221: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45) but SK 45+; BIOG. DETAILS, Objects:Burial WS221: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS221,Coffin,Inhumation
72848,72832,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS222: Shallow grave pit (< 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS222: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, M; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS222: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS222,Coffin,Inhumation
72848,72833,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS227: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS227: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS227: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS227,Coffin,Inhumation
72848,72834,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS231: Shallow grave pit (< 0.35m deep), orientation N-S People:Burial WS231: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, U; AGE, J (8-10); BIOG. DETAILS, Objects:Burial WS231: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS231,Coffin,Inhumation
72848,72835,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS232: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS232: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, U; AGE, J (6-7); BIOG. DETAILS, Objects:Burial WS232: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS232,Coffin,Inhumation
72848,72836,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS234: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS234: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS234: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS234,Coffin,Inhumation
72848,72837,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS237: Shallow grave pit (< 0.35m deep), ditched enclosure?, orientation N-S People:Burial WS237: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, F; AGE, A; BIOG. DETAILS, Objects:Burial WS237: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS237,Coffin,Inhumation
72848,72838,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS238: Shallow grave pit (< 0.35m deep), orientation N-S People:Burial WS238: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS238: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS238,Coffin,Inhumation
72848,72839,,1,,Grave,S-N,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS240: Shallow grave pit (< 0.35m deep), ditched enclosure?, orientation S-N People:Burial WS240: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Crouched; SEX, F; AGE, A; BIOG. DETAILS, Objects:Burial WS240: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS240,Coffin,Inhumation
72848,72840,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS241: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS241: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35) but SK 45+; BIOG. DETAILS, Objects:Burial WS241: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS241,Coffin,Inhumation
72848,72841,,1,,Grave,E-W,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS242: Deep grave pit (> 0.35m deep), orientation E-W People:Burial WS242: EYORKS BURIAL TYPE D; ORIENTATION, E-W (fN); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS242: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS242,Coffin,Inhumation
72848,72842,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS243: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS243: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS243: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS243,Coffin,Inhumation
72848,72843,,1,,Grave,S-N,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS247: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation S-N People:Burial WS247: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Flexed; SEX, F; AGE, A (20-25); BIOG. DETAILS, Objects:Burial WS247: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS247,Coffin,Inhumation
72848,72844,,1,,Grave,S-N,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS254: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation S-N People:Burial WS254: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Tightly crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS254: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS254,Coffin,Inhumation
72848,72845,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS255: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS255: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS255: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS255,Coffin,Inhumation
72848,72846,,1,,Grave,S-N,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS258: Shallow grave pit (< 0.35m deep), orientation S-N People:Burial WS258: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Crouched; SEX, F; AGE, A (14-18); BIOG. DETAILS, Objects:Burial WS258: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS258,Coffin,Inhumation
72848,72847,,1,,Grave,S-N,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS259: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation S-N People:Burial WS259: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Crouched; SEX, M; AGE, A (30-40); BIOG. DETAILS, Objects:Burial WS259: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS259,Coffin,Inhumation
72848,72848,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS261: S, square ditched enclosure, orientation N-S People:Burial WS261: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A; BIOG. DETAILS, Objects:Burial WS261: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS261,Coffin,Inhumation
72848,72849,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS262: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS262: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS262: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS262,Coffin,Inhumation
72848,72850,,1,,Grave,S-N,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS263: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation S-N People:Burial WS263: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Crouched; SEX, F; AGE, A (40-45); BIOG. DETAILS, Objects:Burial WS263: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS263,Coffin,Inhumation
72848,72851,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS264: Deep grave pit (> 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS264: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, ?M; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS264: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS264,Coffin,Inhumation
72848,72852,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS265: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS265: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS265: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS265,Coffin,Inhumation
72848,72853,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS271: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS271: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS271: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS271,Coffin,Inhumation
72848,72854,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS272: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS272: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, F; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS272: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS272,Coffin,Inhumation
72848,72855,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS280: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS280: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS280: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS280,Coffin,Inhumation
72848,72856,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS281: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS281: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS281: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS281,Coffin,Inhumation
72848,72857,,1,,Grave,S-N,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS283: Shallow grave pit (< 0.35m deep), orientation S-N People:Burial WS283: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Crouched; SEX, M; AGE, A (45+); BIOG. DETAILS, Objects:Burial WS283: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS283,Coffin,Inhumation
72848,72858,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS285: Shallow grave pit (< 0.35m deep), square ditched enclosure, orientation N-S People:Burial WS285: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (18-21); BIOG. DETAILS, Objects:Burial WS285: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS285,Coffin,Inhumation
72848,72859,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS288: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS288: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (45+); BIOG. DETAILS, Fracture - possible dislocated shoulderObjects:Burial WS288: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS288,Coffin,Inhumation
72848,72860,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS290: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS290: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (25-35) but SK 36-45; BIOG. DETAILS, Objects:Burial WS290: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS290,Coffin,Inhumation
72848,72861,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS291: Deep grave pit (> 0.35m deep), rounded ditched enclosure, orientation N-S People:Burial WS291: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, M; AGE, A (35-45); BIOG. DETAILS, Objects:Burial WS291: WOOD, coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS291,Coffin,Inhumation
72848,72862,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS293: Deep grave pit (> 0.35m deep), subrounded ditched enclosure, orientation N-S People:Burial WS293: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, F; AGE, A (25-35); BIOG. DETAILS, Objects:Burial WS293: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS293,Coffin,Inhumation
72848,72863,,1,,Grave,S-N,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS294: Deep grave pit (> 0.35m deep), rounded ditched enclosure, orientation S-N People:Burial WS294: EYORKS BURIAL TYPE A; ORIENTATION, S-N (fW); POSTURE, Crouched; SEX, F; AGE, A (25-35) but SK 36-45; BIOG. DETAILS, Objects:Burial WS294: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS294,Coffin,Inhumation
72848,72864,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS296: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS296: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Flexed; SEX, F; AGE, A (20-25) but SK 18-25; BIOG. DETAILS, Objects:Burial WS296: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS296,Coffin,Inhumation
72848,72865,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS298: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS298: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fE); POSTURE, Crouched; SEX, U; AGE, J (6-7); BIOG. DETAILS, Objects:Burial WS298: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS298,Coffin,Inhumation
72848,72866,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS299: Deep grave pit (> 0.35m deep), orientation N-S People:Burial WS299: EYORKS BURIAL TYPE D; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, M; AGE, A (25-35) but SK 36-45; BIOG. DETAILS, Objects:Burial WS299: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS299,Coffin,Inhumation
72848,72867,,1,,Grave,N-S,"<Wetwang Slack (Giles (2012) based on Dent (1984))>:Grave architecture:Burial WS302: Deep grave pit (> 0.35m deep), rounded ditched enclosure, orientation N-S People:Burial WS302: EYORKS BURIAL TYPE A; ORIENTATION, N-S (fW); POSTURE, Crouched; SEX, M; AGE, A (30-40); BIOG. DETAILS, Objects:Burial WS302: WOOD, ?coffin; CU-ALLOY, ; FE, ; STONE, ; AMBER, ; CERAMIC, ; GLASS, ; ANIMAL BONE, ; FLINT, ; DATE, ; BIOG. DETAILS, ",1,1,WS302,Coffin,Inhumation
