GID_date,C14_date_BP,C14_date_StDev,C14_date_calBC,C14_calibration_programme,C14_calibration_curve,Dating_lab,Lab_date_ID,HER_material_dated,Material_dated,C14_combined,Dating_notes
60052,2095,35,210 to 20 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-8410,"Bone, human",,Uncal: 2095±35; Cal: 210 to 20 cal BC,Reference: Hazel MooreSpecies: homo sapiensSample desc.: A human femur from burial 4038 This articulated burial was covered by rubble in the interior of a building (Structure H). It lay over further rubble (not fully excavated). The burial was deliberately deposited where it was found. The articulation of the bones indicates that they were placed in the grave soon after death.Researcher: Hazel MooreSponsor: Historic ScotlandDate completed: NullDelta-13C: -19Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 13C-N ratio: 3.3
60052,1915,35,cal AD 0 to 220,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-8411,"Bone, human",,Uncal: 1915±35; Cal: cal AD 0 to 220,Reference: Hazel MooreSpecies: homo sapiensSample desc.: A human femur from burial 4045 This articulated burial was covered by rubble in the interior of a building (Structure H). It lay over further rubble (not fully excavated). The burial was deliberately deposited where it was found. The articulation of the bones indicates that they were placed in the grave soon after death.Researcher: Hazel MooreSponsor: Historic ScotlandDate completed: NullDelta-13C: -21.1Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 11.2C-N ratio: 3.4
60034,2955,85,1400 to 920 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-11766,charcoal,,Uncal: 2955±85; Cal: 1400 to 920 cal BC,"Reference: Barber et al 1996Species: mixedSample desc.: Charcoal including larch and conifer from F406, under the central slab of Cairn 1, from an area of burning with some cremated bone; terminus post quem for cist above.Researcher: Barber et al 1996Sponsor: Historic ScotlandDate completed: NullDelta-13C: -25.1Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60034,3205,55,1620 to 1320 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-11767,charcoal,,Uncal: 3205±55; Cal: 1620 to 1320 cal BC,"Reference: Barber et al 1996Species: NullSample desc.: Charcoal including conifer from F435, a soil deposit heaped against the outside of the cist in Cairn 2.Researcher: Barber et al 1996Sponsor: Historic ScotlandDate completed: NullDelta-13C: -25.2Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4252,39,-,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-16472,"Bone, animal",,Uncal: 4252±39; Cal: -,"Reference: Ritchie, ASpecies: ovicapridSample desc.: NOT CORRECTED FOR ANY MARINE EFFECT A young sheep metatarsal from Trench IV layer 1(2), midden adjacent to the kerb of the back of the chambered cairn containing grooved ware and beaker.  Replaces OxA-9834 (Sheridan 2006, 202-3).Researcher: Ritchie, ASponsor: Historic ScotlandDate completed: NullDelta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4127,39,2880 to 2570 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-16473,antler,,Uncal: 4127±39; Cal: 2880 to 2570 cal BC,"Reference: RitchieSpecies: red deerSample desc.: A single piece of red deer antler from a secondary deposit (Trench V, layer 1) associated with demolition of the tomb facade in the forecourt of the chambered tomb. Replaces OxA-9752 (Sheridan 2006, 202-3)  PROBLEM: d13C not yet (2009) reportedResearcher: RitchieSponsor: Historic ScotlandDate completed: NullDelta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4113,40,2880 to 2570 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-16474,"bone, animal",,Uncal: 4113±40; Cal: 2880 to 2570 cal BC,"Reference: RitchieSpecies: ovicapridSample desc.: A single sheep metatarsal from a primary floor deposit (Trench V, lAyer 2) in the forecourt of the chambered tomb and contemporary with its use. Replaces OxA-9753 (Sheridan 2006, 202-3). PROBLEM: d13C not yet (2009) reportedResearcher: RitchieSponsor: Historic ScotlandDate completed: NullDelta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4715,40,3640 to 3370 Cal BC,OxCal 3.10,,"Groningen Accelerator, The Netherlands",GrA-25636,"Bone, human",,Uncal: 4715±40; Cal: 3640 to 3370 Cal BC,"Reference: Schulting, RSpecies: homo sapiensSample desc.: Human sub-adult phalange (HPWN 1) from Cell 3(W), context 1 in a chambered cairn.Researcher: Schulting, RSponsor: Historic ScotlandDate completed: NullDelta-13C: -19.6Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 11.3C-N ratio: 0"
60129,4640,40,3620 to 3340 Cal BC,OxCal 3.10,,"Groningen Accelerator, The Netherlands",GrA-25637,"Bone, human",,Uncal: 4640±40; Cal: 3620 to 3340 Cal BC,"Reference: Schulting, RSpecies: homo sapiensSample desc.: Human adult right femur HPWN 664. The sample derives from Cell 3(E), context 1 of a chambered cairn.Researcher: Schulting, RSponsor: Historic ScotlandDate completed: NullDelta-13C: -20.8Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 10C-N ratio: 0"
60129,4690,40,3630 to 3360 Cal BC,OxCal 3.10,,"Groningen Accelerator, The Netherlands",GrA-25638,"Bone, human",,Uncal: 4690±40; Cal: 3630 to 3360 Cal BC,"Reference: Schulting, RSpecies: homo sapiensSample desc.: Human adult right femur (HPWN 1158). The sample derives from Cell 5, context 4 in a chambered cairn.Researcher: Schulting, RSponsor: Historic ScotlandDate completed: NullDelta-13C: -19.9Delta-13C error: NullDelta-r: NullDelta-r error: NullDelta-15N: 10.4C-N ratio: 0"
60129,4046,38,2850 to 2470 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-16471,"bone, animal",,Uncal: 4046±38; Cal: 2850 to 2470 cal BC,"Reference: Ritchie, ASpecies: red deerSample desc.: A red deer bone from Trench I, compartment 5 Layer 1, the uppermost filling of the end-cell 5 of a stalled cairn. Replaces OxA-9832 (Sheridan 2006, 202-3). PROBLEM: d13C not yet (2009) reportedResearcher: Ritchie, ASponsor: Historic ScotlandDate completed: NullDelta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4395,60,3340 to 2890 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-2067,"bone, human",,Uncal: 4395±60; Cal: 3340 to 2890 cal BC,"Reference: Davidson and Henshall 1989, 120-1Species: homo sapiensSample desc.: Human bone from the deliberate filling of the end-cell 5 of a stalled cairn.Researcher: Davidson and Henshall 1989, 120-1Sponsor: Historic ScotlandDate completed: NullDelta-13C: -19Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4430,60,3340 to 2910 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-2068,"bone, human",,Uncal: 4430±60; Cal: 3340 to 2910 cal BC,"Reference: Davidson and Henshall 1989, 120-2Species: homo sapiensSample desc.: Human bone from a primary burial in the innermost compartment 4 of a stalled cairn.Researcher: Davidson and Henshall 1989, 120-2Sponsor: Historic ScotlandDate completed: NullDelta-13C: -19.4Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4070,60,2870 to 2460 cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,GU-2069,"bone, animal",,Uncal: 4070±60; Cal: 2870 to 2460 cal BC,"Reference: Davidson and Henshall 1989, 120-1Species: ovicapridSample desc.: Sheep bone from the deliberate filling of the entrance passage of a stalled cairn.Researcher: Davidson and Henshall 1989, 120-1Sponsor: Historic ScotlandDate completed: NullDelta-13C: -19.3Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4167,31,2880 to 2630 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-17779,"bone, animal",,Uncal: 4167±31; Cal: 2880 to 2630 cal BC,"Reference: Ritchie, ASpecies: ovicapridSample desc.: A sheep bone from Trench I, compartment 5 Layer 3, the second lowest of four levels of filling of the end-cell 5 of a stalled cairn (Sheridan  and Higham 2007, 225).Researcher: Ritchie, ASponsor: Historic ScotlandDate completed: NullDelta-13C: -19.78Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4331,32,3030 to 2890 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-17780,"bone, animal",,Uncal: 4331±32; Cal: 3030 to 2890 cal BC,"Reference: Ritchie, ASpecies: otterSample desc.: An otter bone from Trench I, compartment 5 Layer 2 the second highest of four levels of filling of the end-cell 5 of a stalled cairn. Because the d13C value suggests a 'marine' effect this age is older than it would have been had the otter eaten material of purely terrestrial origin. Replaces OxA-9871 (Sheridan  and Higham 2007, 225).PROBLEM: As of 2009, the calibration is uncertain because the marine effect varies (Ascough  PhD)Researcher: Ritchie, ASponsor: Historic ScotlandDate completed: NullDelta-13C: -10.48Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4075,30,2860 to 2490 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-17781,"bone, animal",,Uncal: 4075±30; Cal: 2860 to 2490 cal BC,"Reference: Ritchie, ASpecies: red deerSample desc.: A red deer calcaneum from Trench IV layer 1(1), midden adjacent to the kerb of the back of the chambered cairn containing grooved ware and beaker. Replaces OxA-9872 (Sheridan  and Higham 2007, 225).Researcher: Ritchie, ASponsor: Historic ScotlandDate completed: NullDelta-13C: -21.55Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4294,37,2870 to 2570 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-17782,"bone, animal",,Uncal: 4294±37; Cal: 2870 to 2570 cal BC,"Reference: Ritchie, ASpecies: red deerSample desc.: A red deer calcaneum from Trench IV layer 1(1), midden adjacent to the kerb of the back of the chambered cairn containing grooved ware and beaker. Replaces OxA-9872 (Sheridan  and Higham 2007, 225).Researcher: Ritchie, ASponsor: Historic ScotlandDate completed: NullDelta-13C: -21.76Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4250,45,2930 to 2640 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-9752,withdrawn,,Uncal: 4250±45; Cal: 2930 to 2640 cal BC,"Reference: RitchieSpecies: withdrawnSample desc.: WITHDRAWN BECAUSE OF SAMPLE TREATMENT PROBLEM (Sheridan 2006, 202). A single piece of red deer antler from a secondary deposit (Trench V, layer 1) associated with demolition of the tomb facade in the forecourt of the chambered tombResearcher: RitchieSponsor: Historic ScotlandDate completed: NullDelta-13C: -20.4Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4225,50,2920 to 2620 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-9753,withdrawn,,Uncal: 4225±50; Cal: 2920 to 2620 cal BC,"Reference: RitchieSpecies: withdrawnSample desc.: WITHDRAWN BECAUSE OF SAMPLE TREATMENT PROBLEM (Sheridan 2006, 202). A single sheep metatarsal from a primary floor deposit (Trench V, layer 2) in the forecourt of the chambered tomb and contemporary with its use.Researcher: RitchieSponsor: Historic ScotlandDate completed: NullDelta-13C: -18.8Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4235,45,2920 to 2660 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-9832,withdrawn,,Uncal: 4235±45; Cal: 2920 to 2660 cal BC,"Reference: Ritchie, ASpecies: withdrawnSample desc.: WITHDRAWN BECAUSE OF SAMPLE TREATMENT PROBLEM (Sheridan 2006, 202). A red deer bone from Trench I, compartment 5 Layer 1, the uppermost filling of the end-cell 5 of a stalled cairn.Researcher: Ritchie, ASponsor: Historic ScotlandDate completed: NullDelta-13C: -20.7Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4585,40,3340 to 2920 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-9833,withdrawn,,Uncal: 4585±40; Cal: 3340 to 2920 cal BC,"Reference: Ritchie, ASpecies: withdrawnSample desc.: WITHDRAWN BECAUSE OF SAMPLE TREATMENT PROBLEM  A sheep bone from Trench I, compartment 5 Layer 3, the second lowest of four levels of filling of the end-cell 5 of a stalled cairn. Because the d13C value suggests a 'marine' effect this age is older than it would have been had the sheep eaten material of purely terrestrial origin. See OxA-17779 4167+/-31 (Sheridan  and Higham 2007, 225).Researcher: Ritchie, ASponsor: Historic ScotlandDate completed: NullDelta-13C: -12.8Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4440,40,3080 to 2880 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-9834,withdrawn,,Uncal: 4440±40; Cal: 3080 to 2880 cal BC,"Reference: Ritchie, ASpecies: withdrawnSample desc.: WITHDRAWN BECAUSE OF SAMPLE TREATMENT PROBLEM (Sheridan 2006, 202). A young sheep metatarsal from Trench IV layer 1(2), midden adjacent to the kerb of the back of the chambered cairn containing grooved ware and beaker. Because the d13C value suggests a 'marine' effect this age is older than it would have been had the sheep eaten material of purely terrestrial origin.Researcher: Ritchie, ASponsor: Historic ScotlandDate completed: NullDelta-13C: -14.6Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,4680,50,3360 to 3020 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-9871,withdrawn,,Uncal: 4680±50; Cal: 3360 to 3020 cal BC,"Reference: Ritchie, ASpecies: withdrawnSample desc.: WITHDRAWN  BECAUSE OF SAMPLE TREATMENT PROBLEM (Sheridan  and Higham 2007, 225). An otter bone from Trench I, compartment 5 Layer 2 the second highest of four levels of filling of the end-cell 5 of a stalled cairn. Because the d13C value suggests a 'marine' effect this age is older than it would have been had the otter eaten material of purely terrestrial origin. See OxA-17780 4331+/-32 (Sheridan  and Higham 2007, 225).Researcher: Ritchie, ASponsor: Historic ScotlandDate completed: NullDelta-13C: -11.3Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60129,3855,45,2470 to 2190 cal BC,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-9872,withdrawn,,Uncal: 3855±45; Cal: 2470 to 2190 cal BC,"Reference: Ritchie, ASpecies: withdrawnSample desc.: WITHDRAWN BECAUSE OF SAMPLE TREATMENT PROBLEM  A red deer calcaneum from Trench IV layer 1(1), midden adjacent to the kerb of the back of the chambered cairn containing grooved ware and beaker. See OxA-17781 4075+/-30 (Sheridan  and Higham 2007, 225).Researcher: Ritchie, ASponsor: Historic ScotlandDate completed: NullDelta-13C: -21Delta-13C error: NullDelta-r: NullDelta-r error: Null"
60124,4190,50,3100 to 2450 cal BC,OxCal 3.10,,"NERC Radiocarbon Laboratory, Scotland",SRR-752,"bone, human",,Uncal: 4190±50; Cal: 3100 to 2450 cal BC,Reference: Renfrew et al 1976; 1979Species: homo sapiensSample desc.: Human collagen from a tibia (sample A) from the chamber of a chambered tomb with grooved ware.Researcher: Renfrew et al 1976; 1979Date completed: NullDelta-13C: -20.5Delta-13C error: NullDelta-r: NullDelta-r error: Null
60124,4270,50,3350 to 2500 cal BC,OxCal 3.10,,"NERC Radiocarbon Laboratory, Scotland",SRR-753,"bone, human",,Uncal: 4270±50; Cal: 3350 to 2500 cal BC,Reference: Renfrew et al 1976; 1979Species: homo sapiensSample desc.: A single human bone (Sample C) from the chamber of a chambered tomb with grooved ware.Researcher: Renfrew et al 1976; 1979Date completed: NullDelta-13C: -19.1Delta-13C error: NullDelta-r: NullDelta-r error: Null
60215,3500,45,1940 to 1680 Cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-3746,Charcoal,,Uncal: 3500±45; Cal: 1940 to 1680 Cal BC,"Reference: Card, NSpecies: larch / spruceSample desc.: A piece of larch or spruce charcoal (Sample 4) from a black, firm dry stoneless silty loam fill 029, forming all of the fill of an orthostatic stone box 016. The box was partly overlain by the outer face of the kerbed cairn, 003, and partly by a pebble layer 002. Vitrified fuel ash was also retrieved from 029. It is presumed that the burning occurred nearby as part of the mortuary rituals, and was deposited in a single episode. PROBLEM: if this is spruce it is probably driftwood ... Maybe not a real problem because float + shore-line duration maybe not very long?Researcher: Card, NSponsor: Historic ScotlandDate completed: NullDelta-13C: -23.7Delta-13C error: NullDelta-r: NullDelta-r error: NullC-N ratio: 0"
60215,3135,40,1520 to 1310 Cal BC,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-3747,Charcoal,,Uncal: 3135±40; Cal: 1520 to 1310 Cal BC,"Reference: Card, NSpecies: betulaSample desc.: A piece of birch charcoal (Sample 14) from the dark, black, ashy, firm and dry soil 051 forming the primary fill of pit-cut 050. It was sealed by upper pit fill 034. The charcoal is presumed to derive from burning nearby, as part of mortuary rituals, and was deposited in a single episode.Researcher: Card, NSponsor: Historic ScotlandDate completed: NullDelta-13C: -25.6Delta-13C error: NullDelta-r: NullDelta-r error: NullC-N ratio: 0"
