GID_ref,HER_reference_ID,HER_reference_type,Reference_type,Authors,Year,Main_title,Editors,Edited_volume_title,Journal_title,Journal_volume,Monograph_series_details,Start_page,End_page,Publisher,Place_of_publication,Report_no,OASIS_no,DOI,URL,Date_accessed
60342,5190,Article,Journal Article,"Mathieson, J",1928,"'The antiquities of the St Kilda group of Islands',",,,Proceedings of the Society of Antiquaries of Scotland,62,,,,,,,,,,
60343,845,Book,Book,"Childe, V G",1946,"Scotland before the Scots: being the Rhind lectures 1944,",,,,,,,,Methuen,London,,,,,
60344,5565,Article,Journal Article,"Megaw and Simpson, J V S and D D A",1963,"'A short cist burial on North Uist and some notes on the prehistory of the Outer Isles in the second millenium BC',",,,Proceedings of the Society of Antiquaries of Scotland,94,,,,,,,,,,
60345,12876,Book,Book,"Beveridge, E",1911,"North Uist: its archaeology and topography, with notes upon the early history of the Outer Hebrides,",,,,,,,,William Brown,Edinburgh,,,,,
60346,12956,Article,Journal Article,"Rugg-Gunn, A",1937,"'Megalithic remains, South Uist',",,,Antiquity,11,,,,,,,,,,
60347,44881,Article,Journal Article,"Cummings and Sharples, V and N",1999,"'Leaval (Leac na Ban Ghaillseach) (South Uist parish), burial monument and associated flint scatter',",,,"Discovery and Excavation, Scotland",,,,,Council for Scottish Archaeology,,,,,,
60348,13067,Article,Journal Article,"Barber, J.",1984,"Cnoc Mor, Hornish point (S Uist p) midden and stone circle",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60349,13068,Article,Journal Article,"Barber, J.; Halstead, P.; James, H.; Lee, F.",1989,"An unusual Iron Age burial at Hornish Point, South Uist",,,Antiquity,63 (241),,773,778,,,,,doi:10.1017/S0003598X00076912,,
60350,51282,Book Section,Book Section,"Crawford, I",2002,"'The wheelhouse',","Ballin Smith, B and Banks, I","In the shadow of the brochs: the Iron Age in Scotland,",,,,,,Tempus,Stroud,,,,,
60351,13115,Article,Journal Article,"Shepherd, Shepherd and Maclean, I, A and C",1978,"'Paible, midden',",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60352,13116,Article,Journal Article,"Crawford, I",1978,"'Balranald-Paiblesgarry, midden',",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60353,77469,Article,Journal Article,"Miles, M",2008,"'Balranald, Western Isles (North Uist parish), field visit',",,,"Discovery and Excavation, Scotland",9,New,,,Archaeology Scotland,"Cathedral Communications Limited, Wiltshire, England.",,,,,
60354,82670,Article,Journal Article,"Will, R.",2009,"Hanglam, Balranald, Isle of North Uist, Western Isles (North Uist parish), rescue excavation",,,"Discovery and Excavation, Scotland",10 (New Series),,,,,,,,,,
60355,9079,Article,Journal Article,PSAS,1912,"'Donations to and purchases for the Museum and Library, with exhibits',",,,Proceedings of the Society of Antiquaries of Scotland,46,,,,,,,,,,
60356,9178,Article,Journal Article,PSAS,1922,"'Donations to and purchases for the Museum and Library',",,,Proceedings of the Society of Antiquaries of Scotland,56,,,,,,,,,,
60357,73952,Article,Journal Article,"Hunter, F",2007,"'Baile Sear, Western Isles (North Uist parish), stray find',",,,"Discovery and Excavation, Scotland",8 (New series),,,,Archaeology Scotland,"Cathedral Communications Limited, Wiltshire, England.",,,,,
60358,73953,Article,Journal Article,"MacDonald and McHardy, K and I",2007,"'Baile Sear Community Archaeology Project, Sloc Sabhaidh, Baile Sear, North Uist, Western Isles (North Uist parish), excavation',",,,"Discovery and Excavation, Scotland",8 (New series),,,,Archaeology Scotland,"Cathedral Communications Limited, Wiltshire, England.",,,,,
60359,77467,Article,Journal Article,"Rennell, R",2008,"'Baile Sear Community Archaeology Project - Sloc Sabhaidh, Baile Sear, North Uist, Western Isles (North Uist parish), excavation',",,,"Discovery and Excavation, Scotland",9 (New series),,,,Archaeology Scotland,"Cathedral Communications Limited, Wiltshire, England.",,,,,
60360,77468,Article,Journal Article,"McHardy, I",2008,"'Baile Sear Community Archaeology Project - Sloc Sabhaidh, Baile Sear, North Uist, Western Isles (North Uist parish), excavation',",,,"Discovery and Excavation, Scotland",9 (New series),,,,Archaeology Scotland,"Cathedral Communications Limited, Wiltshire, England.",,,,,
60361,7658,Article,Journal Article,"Wedderspoon, J",1915,"'The shell middens of the Outer Hebrides',",,,Transactions of the Inverness Science Society and Field Club,7,,,,,,,,,,
60362,9231,Article,Journal Article,PSAS,1975,"'Donations to and purchases for the Museum and Library',",,,Proceedings of the Society of Antiquaries of Scotland,105,,,,,,,,,,
60363,9731,Article,Journal Article,PSAS,1978,"'Donations to and purchases for the Museum and Library',",,,Proceedings of the Society of Antiquaries of Scotland,107,,,,,,,,,,
60364,9765,Article,Journal Article,DES,1975,"'Small finds',",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60365,12925,Article,Journal Article,"Barber, J",1984,"'Ceardach Ruadh, Baleshare (N Uist p) midden and stone structure',",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60366,13117,Article,Journal Article,"Fairhurst and Ritchie, H and W",1963,"'Baleshare Island, North Uist',",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60367,13118,Article,Journal Article,"Crawford, I.",1964,"Baleshare, N. Uist",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60368,28581,Article,Journal Article,"Armit, I.",1993,"Baleshare, North Uist (N Uist parish): cist and middens",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60369,50317,Article,Journal Article,"MacLeod, M.",2001,"A'Cheardach Ruadh, Baile Sear, North Uist, Western Isles (North Uist parish), ?Iron Age burial",,,"Discovery and Excavation, Scotland",2 (New series),,,,Council for Scottish Archaeology,,,,,,
60370,51348,Book Section,Book Section,"Armit, I",1997,"'Architecture and the household: a response to Sharples and Parker Pearson',","Gwilt, A and Haselgrove, C","Reconstructing Iron Age societies: New approaches to the British Iron Age,",,,,,,Oxbow,Oxford,,,,,
60371,82668,Article,Journal Article,"MacDonald and Rennell, K and R",2009,"'Ceardach Ruadh, Baile Sear, Western Isles (North Uist parish), community excavation',",,,"Discovery and Excavation, Scotland",10,New,,,Archaeology Scotland,"Cathedral Communications Limited, Wiltshire, England.",,,,,
60372,337,Article,Journal Article,"Callander, J G",1929,"'Scottish neolithic pottery',",,,Proceedings of the Society of Antiquaries of Scotland,63,,,,,,,,,,
60373,1060,Book,Book,"Clarke, D. L.",1970,"Beaker pottery of Great Britain and Ireland,",,,,,,,,Cambridge University Press,Cambridge,,,,,
60374,38155,Article,Journal Article,"Armit, I",1996,'Geirisclett (North Uist parish) chambered tomb'.,,,"Discovery and Excavation, Scotland",,,,,Council for Scottish Archaeology,,,,,,
60375,40610,Article,Journal Article,"Dunwell, A J",1997,"'Geirisclett (North Uist parish), chambered tomb',",,,"Discovery and Excavation, Scotland",,,,,Council for Scottish Archaeology,,,,,,
60376,54927,Article,Journal Article,"Dunwell, Johnson and Armit, A, M and I",2003,"'Excavations at Geirisclett chambered cairn, North Uist, Western Isles',",,,Proceedings of the Society of Antiquaries of Scotland,133,,,,Society of the Antiquaries of Scotland,,,,,,
60377,6438,Article,Journal Article,"Scott, L",1950,"'The Chamber Tomb of Unival, North Uist',",,,Proceedings of the Society of Antiquaries of Scotland,82,,,,,,,,,,
60378,6472,Article,Journal Article,"Scott, W L",1935,"'The chambered cairn of Clettraval, North Uist',",,,Proceedings of the Society of Antiquaries of Scotland,69,,,,,,,,,,
60379,77470,Article,Journal Article,"Coles, D",2008,"'Clettraval, Western Isles (North Uist parish), field visit',",,,"Discovery and Excavation, Scotland",9 (New series),,,,Archaeology Scotland,"Cathedral Communications Limited, Wiltshire, England.",,,,,
60380,13160,Article,Journal Article,"Megaw, J V S",1957,"'Folklore and tradition on North Uist',",,,Folklore,68,,,,,,,,,,
60381,13386,Article,Journal Article,"Crawford, I A",1964,"'Rossinish, Benbecula',",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60382,52906,Book Section,Book Section,"Cowie and Shepherd, T G and I A G",2003,"'The Bronze Age',","Edwards, K J and Ralston, I B M","Scotland after the Ice Age: environment, archaeology and history 8000BC - AD 1000",,,,,,Edinburgh University Press,Edinburgh,,,,,
60383,9020,Article,Journal Article,PSAS,1953,"'Donations to and purchases for the Museum and Library',",,,Proceedings of the Society of Antiquaries of Scotland,85,,,,,,,,,,
60384,13839,Book,Book,"Childe, V G",1940,"Prehistoric communities of the British Isles,",,,,,,,,W & R Chambers,London and Edinburgh,,,,,
60385,30518,Article,Journal Article,"McCullagh, R",1991,"'Excavations at Newton, Islay',",,,Glasgow Archaeology Journal,15,,,,,,,,,,
60386,82666,Article,Journal Article,"MacDonald and Rennell, K and R",2009,"'Beinn Langais, Isle of North Uist, Western Isles (North Uist parish), watching brief',",,,"Discovery and Excavation, Scotland",10 (New series),,,,Archaeology Scotland,"Cathedral Communications Limited, Wiltshire, England.",,,,,
60387,1217,Article,Journal Article,"Close-Brooks and Maxwell, J and S",1975,"'The Mackenzie collection',",,,Proceedings of the Society of Antiquaries of Scotland,105,,,,,,,,,,
60388,12805,Book,Book,"International Exhibition, Glasgow",1888,"The Book of the Bishop's Castle and handbook of the Archaeological Collection,",,,,,,,,,,,,,,
60389,43115,Article,Journal Article,"Simpson and Megaw, D D A and J V S",1957,"'Newton, North Uist',",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60390,8943,Article,Journal Article,PSAS,1967,"'Donations to and purchases for the Museum and Library',",,,Proceedings of the Society of Antiquaries of Scotland,98,,,,,,,,,,
60391,8977,Article,Journal Article,PSAS,1948,"'Donations to and purchases for the Museum and Library',",,,Proceedings of the Society of Antiquaries of Scotland,80,,,,,,,,,,
60392,13437,Article,Journal Article,"Barber, J",1984,"'Cnoc Raineach, Newton Ferry (N Uist p) midden',",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60393,2140,Report,Report,"Crawford, I A",1973,"Excavations at Coileagean an Udail (The Udal, N Uist): 10th interim report 1973,",,,,,,,,[s.n.],Cambridge,,,,,
60394,2155,Report,Report,"Crawford, I A",1987,"The West Highlands and Islands: a view of 50 centuries: the Udal (N Uist) evidence,",,,,,,,,Great Auk Press,Cambridge,,,,,
60395,2173,Article,Journal Article,"Crawford and Switsur, I A and R",1977,"'Sandscaping and C14: the Udal, N Uist',",,,Antiquity,51,,,,,,,,,,
60396,12928,Article,Journal Article,"Crawford, I A",1966,"'Udal, Uist',",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60397,13387,Article,Journal Article,"Crawford, I A",1964,"'Udal, N. Uist',",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60398,13415,Report,Report,"Crawford, I A",1964,"A preliminary report of excavations at Udal, North Uist, 1964,",,,,,,,,School of Scottish Studies,Edinburgh,,,,,
60399,13416,Report,Report,"Crawford, I A",1965,"Excavations at Coileagan an Udail, North Uist: 2nd interim report, June 25 - August 26, 1965,",,,,,,,,School of Scottish Studies,Edinburgh,,,,,
60400,13417,Report,Report,"Crawford, I A",1986,"An t-Udal (The Udal Project): research and field-work,",,,,,,,,[s.n.],[S.l.[,,,,,
60401,14681,Report,Report,"Crawford, I A",0,"The Udal excavations: location and background,",,,,,,,,,,,,,,
60402,30924,Article,Journal Article,"Dodgson, R A",1993,"'West Highland and Hebroidean settlement prior to crofting and the Clearances: a study in stability or change?',",,,Proceedings of the Society of Antiquaries of Scotland,123,,,,,,,,,,
60403,47903,Report,Report,"Crawford, I A",1979,"Excavation and research at Coileagean an Udail, N Uist, 1979,",,,,,,,,[s.n.],[S.l.],,,,,
60404,47904,Report,Report,"Crawford, I A",1972,"Excavations at Coileagean an Udail (The Udal), N Uist: 9th interim report 1972, 17 June - 1 September,",,,,,,,,Christ's College,Cambridge,,,,,
60405,47905,Report,Report,"Crawford, I A",1974,"Excavations at Coileagan an Udail (The Udal), North Uist: 11th interim report 1974,",,,,,,,,Christ's College,Cambridge,,,,,
60406,47906,Report,Report,"Crawford, I A",1975,"Excavations at Coileagan an Udail, North Uist,",,,,,,,,[s.n.],[S.l.],,,,,
60407,47909,Report,Report,"Crawford, I A",1980,"Excavation and research at Coileagan an Udail, N Uist, 1980,",,,,,,,,[s.n.],[S.l.],,,,,
60408,47910,Report,Report,"Crawford, I A",1981,"Excavation and research at Coileagan an Udail, N Uist, 1981",,,,,,,,[s.n.],[S.l.],,,,,
60409,47911,Report,Report,"Crawford, I A",1983,"Excavations and research at The Udal, North Uist, 1983",,,,,,,,Royal Society,Edinburgh,,,,,
60410,47912,Report,Report,"Crawford, I A",1984,"Excavations and research at Coileagan an Udail, 1984,",,,,,,,,Royal Society,Edinburgh,,,,,
60411,51284,Book Section,Book Section,"Campbell, E",2002,"'The Western Isles pottery sequence',","Ballin Smith, B and Banks, I","In the shadow of the brochs: the Iron Age in Scotland,",,,,,,Tempus,Stroud,,,,,
60412,82491,Book,Book,"Crawford, I A",1986,"The West Highlands and Islands: a view of 50 centuries, the Udal research programme prelude to main publications,",,,,,,,,,,,,,,
60413,84855,Article,Journal Article,"Crawford, I A",1996,'The Udal',"Selkirk, A (ed)",,,147,,,,,,,,,,
60414,10430,Article,Journal Article,"Curtis and Curtis, G and M",1989,"'Ensay (Harris parish), beaker midden',",,,"Discovery and Excavation, Scotland",,,,,,,,,,,
60415,54933,Article,Journal Article,"Simpson, Gregory and Murphy, D D A, R A and E M",2003,"'Excavations at Manish Strand, Ensay, Western Isles',",,,Proceedings of the Society of Antiquaries of Scotland,133,,173,189,Society of Antiquaries of Scotland,,,,,,
60416,25257,Article,Journal Article,NMS,1992,"'Kneep headland, Lewis (Uig parish)': IA or later pottery sherds',",,,"Discovery and Excavation, Scotland",,,,,Council for Scottish Archaeology,,,,,,
60417,101471,Article,Journal Article,"Snape-Kennedy, L",2013,"Uig, Traigh na Beirigh 9, Excavation",,,"Discovery and Excavation, Scotland",14 (New series),,,,,,,,,,
60418,50427,Article,Journal Article,"Neighbour, Knott, Bruce and Kerr, T, C, M F and N W",2000,"'Excavation of two burials at Galston, Isle of Lewis, 1993 and 1996',",,,Proceedings of the Society of Antiquaries of Scotland,130,,,,Society of Antiquaries of Scotland,,,,,,
60419,38870,Article,Journal Article,"Parker Pearson, M.; Mulville, J.; Roper, T.",1995,"'Cladh Hallan (South Uist parish), Late Bronze Age house and settlement',",,,"Discovery and Excavation, Scotland",,,,,Council for Scottish Archaeology,,,,,,
60420,38871,Article,Journal Article,"Parker Pearson, M",1995,"South Uist Machair (South uist parish), Neolithic/Early Bronze Age- post-medieval settlements',",,,"Discovery and Excavation, Scotland",,,,,Council for Scottish Archaeology,,,,,,
60421,39099,Article,Journal Article,"Atkinson, Mulville and Parker Pearson, S, J and M",1996,"'Cladh Hallan, Daliburgh (South Uist parish), Late Bronze Age and Early Iron Age houses and settlement',",,,"Discovery and Excavation, Scotland",,,,,Council for Scottish Archaeology,,,,,,
60422,39102,Article,Journal Article,"Parker Pearson, M",1996,"'South Uist machair (South Uist parish), Neolithic/Early Bronze Age to post-medieval settlements',",,,"Discovery and Excavation, Scotland",,,,,Council for Scottish Archaeology,,,,,,
60423,42340,Article,Journal Article,"Marshall, Mulville, Parker Pearson and Gidlow, P, J, M and J",1998,"'Cladh Hallan (South Uist parish), late Bronze Age-early Iron Age settlement',",,,"Discovery and Excavation, Scotland",,,,,Council for Scottish Archaeology,,,,,,
60424,44880,Article,Journal Article,"Marshall, Mulville, Parker Pearson, Smith and Ingram, P, J, M, H and C",1999,"'Cladh Hallan (South Uist parish), Late Bronze Age-Early Iron Age settlement',",,,"Discovery and Excavation, Scotland",,,,,Council for Scottish Archaeology,,,,,,
60425,48098,Article,Journal Article,"Parker Pearson, Marshall, Mulville and Smith, M, P, J and H",2000,"'Cladh Hallan, South Uist, Western Isles (South Uist parish), late Bronze Age and Early Iron Age settlement',",,,"Discovery and Excavation, Scotland",1 (New series),,,,Council for Scottish Archaeology,,,,,,
60426,50318,Article,Journal Article,"Parker Pearson, Marshall, Mulville and Smith, M, P, J and H",2001,"'Cladh Hallan, Western Isles (South Uist parish), late Bronze Age to early Iron Age roundhouse settlement',",,,"Discovery and Excavation, Scotland",2 (New series),,,,Council for Scottish Archaeology,,,,,,
60427,52595,Article,Journal Article,"Parker Pearson, Mulville and Smith, M, J and H",2002,"'Cladh Hallan, Western Isles (South Uist parish), later Bronze Age cremation cemetery and settlement; Beaker finds',",,,"Discovery and Excavation, Scotland",3 (New series),,,,Council for Scottish Archaeology,,,,,,
