GID,GID_gg,HER_finds_ID,Object_category,HER_object_montype,HER_object_findtype,Object_type_code,Object_type,Object_type_specific,Object_description,Metalwork_phase,Object_completeness,Object_condition,Object_orientation,Object_body_relationship,Object_placement_broad,Object_placement_specific,Decorated_object,Old_object,Materials_summary,Related_GID_hr,Current_museum_location,Museum_accession_number,PAS_ID,PAS_URL,Related_Event_ID
73533,75319,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),B34c obj: Dev-Rim urn? ,N/a,Unknown,Unknown,Unknown,Indirect,In grave fill,,,,Pottery,72791,Dorset County Museum,,,,248
20229,75321,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),Base of thin walled barrel urn with vertical ribs.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,Y,,Pottery,72805,Unknown,,,,277
73542,75322,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),Lower half of barrel urn with eight vertical ribs,N/a,Unknown,Unknown,Upright,Direct,Container of body,,Y,,Pottery,72806,Unknown,,,,277
73543,75323,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),Inverted barrel urn (rim only),N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,,,Pottery,72807,Unknown,,,,277
73544,75324,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),Inverted barrel urn (rim and base fragments),N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,,,Pottery,72808,British Museum,,,,277
73545,75325,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),Truncated bucket urn with fingertip decoration (rim only).,N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,Y,,Pottery,72809,British Museum,,,,277
73546,75326,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),No further details available.,N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72810,Unknown,,,,277
73546,75327,,Flint tool,,,97,Flake,,'A bluish-white [flint] flake'.,N/a,Unknown,Unknown,Unknown,Direct,Mixed with body parts,,,,Chert / Flint (Uncertain/Unspecified),72810,Unknown,,,,277
73552,75328,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),"Knocker (1959) Urn 4 (fig. 7): This um, standing against the east face of the stone, was a barrel urn with a plain girth cordon below the missing rim. It was unusually tall, and made of smooth brown ware containing much flint grit.",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72813,Russell Cotes Museum (Bournemouth),,,,279
73553,75329,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),"Knocker (1959) Urn 5 (fig. 6): Mr. Calkin has described this urn as an unusually squat example of a barrel um. It had a marked shoulder bulge and seemed to be a local form. The ware was coarse, grey, well-fired ware with large flint grits, the surface being dark brown, speckled with grit.",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72814,Russell Cotes Museum (Bournemouth),,,,279
73554,75330,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"Knocker (1959) Urn 9 (fig. 8): Rim and upper part only. Shallow shoulder formed by finger impressions occurring below the rim. The ware was chocolate brown in colour and contained much fine grit. Mr. Calkin, commenting upon this urn, remarks that it is bucket-shaped and is perhaps a hybrid, since fine ware is not usually found in bucket urns.",N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,Y,,Pottery,72815,Russell Cotes Museum (Bournemouth),,,,279
73555,75331,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),"Urn 11 (fig. 8): Only the lowest 15cm of this urn remained. It was probably originally a barrel um, with vertical applied cordons on that portion of the walls which still remained. The walls were thin and the ware dark brown outside and black inside, containing little grit.",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72816,Russell Cotes Museum (Bournemouth),,,,279
20168,75334,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),Large barrel-urn. The urn had a six-rayed wheel pattern in relief on the inside of the base.,N/a,Unknown,Unknown,Unknown,Direct,Container of body,,Y,,Pottery,72817,Unknown,,,,238
20168,75335,,Pot,,,248,Pot,Deverel-Rimbury (Miniature vessel/cup),Smaller urn/accessory vessel,N/a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,Pottery,72817,Unknown,,,,238
20173,75336,,Unknown,,,211,Unknown Object,,"Grinsell's (1959) Wimbourne St Giles Barrow 18, Oakley Down:  Perforated antler; perforated at stem.Polished roe deer top with distinct bend in shaft, probably from abnormal growth. All surfaces are polished and smoothed, also blunted/worn at the proximal end. Necked effect at proximal end; perforation part way down shaft. Possible soft hammer or drumstick? (Woodward and Hunter 2015, 129-30)",N/a,Unknown,Unknown,Unknown,Direct,Head,Placed at head ,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Antler],72818,Devizes Museum,"1896, No. 198",,,
73556,75337,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),"Grinsell's (1959) Wimbourne St Giles Barrow 18, Oakley Down: no further details",N/a,Unknown,Unknown,On side,Direct,Container of body,,,,Pottery,72820,Unknown,,,,
73557,75338,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),"Grinsell's (1959) Wimbourne St Giles Barrow 18, Oakley Down: no further details",N/a,Unknown,Unknown,On side,Direct,Container of body,,,,Pottery,72819,Unknown,,,,
20178,75339,,Pot,,,170,Pot,Urn (Unknown/Unspecified),"Grinsell's (1959) Wimbourne St Giles Barrow 14: Inverted urnColt-Hoare (1812: 241) describes this as a rudely baked urn, but neatly formed, and it covered an almost complete interment of cremated bonesNot listed in Longworth (1984)",N/a,Unknown,Unknown,Inverted,Direct,Covering the body,Covered the cremation which was almost complete -protected rather than contained it ,,,Pottery,72821,Unknown,,,,1147
20178,75340,,Animal bone,,,11,Animal Joint/Part,Head,Grinsell's (1959) Wimbourne St Giles Barrow 14: Jawbone of a cow placed on top of the inverted base of the urn ,N/a,Unknown,Unknown,Unknown,Indirect,Secondary association,Jawbone of a cow placed on top of the inverted base of the urn ,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],72821,Unknown,,,,1147
20183,75341,,Tool,,,23,Awl,,"Flat tanged bronze awl c. 25mm long, 3-4mm in diameter and circular in section.",N/a,Unknown,Unknown,Unknown,Direct,Mixed with body parts,,,,Bronze/Cu Alloy (Uncertain/Unspecified),72822,Unknown,,,,
20183,75342,,Jewellery,,,30,Bead(s),,Stone or pottery bead,N/a,Unknown,Unknown,Unknown,Direct,Mixed with body parts,,,,Stone (Uncertain/Unspecified),72822,Unknown,,,,
73558,75343,,Pot,,,247,Pot,Deverel-Rimbury (Barrel Urn),"Inverted [MBA] cinerary urn. Barrel urn with two applied horseshoes of clay and a pair of holes made in the rim before firing. Inner surface of base decorated with fingertip decoration.The base of the urn had fallen/been pushed in.(Parke 1955, 39-40)",N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,Y,,Pottery,72823,Unknown,,,,
73560,75344,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),Inverted [MBA] cinerary urn. Base pushed or fallen in. A pair of holes was made just beneath the rim before firing. $ small lugs.,N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,,,Pottery,72824,Unknown,,,,
73559,75345,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Inverted [MBA] cinerary urn. Fragmentary urn with a square rim and a band of fingertip decoration on the shoulder. One pierced sherd (mend hole?) The base is missing.,N/a,Unknown,Repaired,Inverted,Direct,Covering the body,,Y,,Pottery,72825,Unknown,,,,
73561,75346,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Grinsell's (1959) Wimborne St Giles barrow 4: Inverted [MBA] urn with 11 rivet holes.,N/a,Unknown,Repaired,Inverted,Direct,Covering the body,,,,Pottery,72827,Unknown,,,,
20186,75347,,Pot,,,160,Pot,Polypod Bowl,Grinsell's (1959) Wimborne St Giles barrow 4: A small four-footed handled vase. Polypod vessel 9cm tall and 11.5cm mouth diam. It has one tiny lug on side and small horizontal groove around the neck ,N/a,Complete,Unknown,Upright,Direct,Head,Placed near head of the two N-S crouched inhumations ,,,Pottery,"72829, 72830",Devizes Museum,191,,,
20186,75348,,Jewellery,,,30,Bead(s),,Grinsell's (1959) Wimborne St Giles barrow 4: A black bead. This is likely a jet bead ,N/a,Unknown,Unknown,Unknown,Direct,Unknown,,,,Jet/Lignite/Shale/Coal (Unspecified),,Devizes Museum,,,,
20186,75349,,Weaponry,,,84,Dagger (Unknown/Unspecified),,Grinsell's (1959) Wimborne St Giles barrow 4: A bronze dagger placed with the two inhumations ,N/a,Unknown,Unknown,Unknown,Direct,Unknown,,,,Bronze/Cu Alloy (Uncertain/Unspecified),,Devizes Museum,191,,,
20214,75350,,Pot,,,150,Pot,Deverel-Rimbury (Globular Urn),"This urn, estimated at about 9 inches in height, with a rim diameter of 7 inches, had around its upper part shallow horizontal 'finger-tip' flutings, below which were combed diagonals on the shoulder. It was of thin, hard, vesicular ware, and, as far as could be seen, dark reddish-brown in colour",N/a,Complete,Unknown,Inverted,Direct,Covering the body,,Y,,Pottery,72832,Unknown,,,,267
20216,75351,,Pot,,,156,Pot,Incense Cup,Grinsell (1959) Studland Barrow 9: Handled cup of fine red wareHandled small Beaker or incense cup ,N/a,Unknown,Unknown,Unknown,Direct,Legs,Placed under the arm ,,,Pottery,72833,Unknown,,,,1151
73562,75352,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),"Grinsell (1959) Studland Barrow 9: Parts of urn, probably [MBA], covered by stone slab",N/a,Unknown,Unknown,Unknown,Direct,Mixed with body parts,,,,Pottery,72834,Unknown,,,,1151
73562,75353,,Other,,,244,Lid,,Stone slab,N/a,Unknown,Unknown,Unknown,Direct,Covering the body,,,,Stone (Uncertain/Unspecified),72834,Unknown,,,,1151
20226,75354,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),One of five [MBA] urns,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74378,"Red House Museum, Christchurch",,,,1152
20226,75355,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),One of five [MBA] urns,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74378,"Red House Museum, Christchurch",,,,1152
20226,75356,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),One of five [MBA] urns,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74378,"Red House Museum, Christchurch",,,,1152
73563,75357,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),Grinsell's (1959) Wimborne St Giles barrow 4: A well-baked [MBA] urn found with a few burnt bones,N/a,Unknown,Unknown,Unknown,Direct,Container of body,,,,Pottery,72835,Unknown,,,,
20187,75358,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"<Suckton Quarry (Grinsell's Portland Barrow 1)>: ""flower-pot shape, height 9 3/8"" having a beaded rim and two lugs below it.""",N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75359,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75360,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75361,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75362,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75363,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75364,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75365,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75366,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75367,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75368,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75369,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75370,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75371,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75372,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Somerset County Museum,,,,241
20187,75373,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),"<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn 5 3/4"" high and 5"" wide of reddish clay with four small knobs",N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Dorset County Museum,1907.3.3,,,241
20187,75374,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),"<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn 9"" high and 6"" wide unornamented",N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Dorset County Museum,1907.3.3,,,241
20187,75375,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"<Suckton Quarry (Grinsell's Portland Barrow 1)>: urn of flower pot shape with finger indentations 10"" high and 7"" wide at maximum",N/a,Unknown,Unknown,Unknown,Missing,Unknown,,Y,,Pottery,74377,Dorset County Museum,1907.3.3,,,241
20187,75376,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),"<Suckton Quarry (Grinsell's Portland Barrow 1)>: black urn 7"" high and 4 1/2"" wide with two small knobs remaining ",N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74377,Dorset County Museum,1907.3.3,,,241
20226,75377,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),One of five [MBA] urns,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74378,Unknown,,,,1152
20226,75378,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),One of five [MBA] urns,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74378,Unknown,,,,1152
20252,75384,,Cover,,,262,Cover,,"Square of organic material, possibly leather, potentially a covering for the urn?",N/a,Unknown,Unknown,Unknown,Indirect,Secondary association,Beside urn,,,Organic  (Uncertain/Unspecified),72836,Unknown,,,,294
20254,75385,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),"Preston Sewerage, Dorset: MBA urn, No further details.",N/a,Unknown,Unknown,Unknown,Direct,Container of body,,,,Pottery,,Unknown,,,,295
20260,75386,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"Bestwall Quarry R249: Simple base of a straight sided vessel (Ladle and Woodward 2009, 228-9, fig. 152)",N/a,Almost complete,Unknown,Upright,Direct,Container of body,,,,Pottery,20058,Unknown,,,,
20261,75387,,Pot,,,248,Pot,Deverel-Rimbury (Miniature vessel/cup),"Miniature vessel with a simple rim. The vessel had been inverted in the pit and the base of the pot had been destroyed by ploughing in antiquity (Ladle and Woodward 2009, 239-40, fig. 161)",N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,,,Pottery,20059,Unknown,,,,
20298,75388,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"The lower half of a bucket urn (Ladle and Woodward 2009, 239-40, fig. 161)",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72840,Unknown,,,,325
73065,75389,,Pot,,,149,Pot,Deverel-Rimbury (Bucket Urn),"Fig. 8, No. 8. Rim of a bucket urn about 9 inches in diameter from the primary burial of Barrow A. The rim is flattened and the fabric is dark in colour with dark grog and flint filler.",N/a,Unknown,Unknown,Inverted,Direct,Covering the body,,,,Pottery,72841,Dorset County Museum,,,,1044
20148,75390,,Pot,,,142,Pot,Collared Urn,"Calkin (1962, 11 fig.3) urn M19: The ware is hard, with a small amount of angular grit; the core and interior surface are black, but the exterior appears to be coated with a buff-coloured slip. The collar has a pronounced overhang, and the shoulder is ridged. The collar is ornamented with horizontal chevrons sharply incised, and the ridges are picked out with neatly impressed ovals, possibly made with the fingertip; the interior of the collar has an unusual double moulding, with a vertical chevron incised on the upper one.Longworth 1984: 187. No. 425. Pl 68aBig vessel - 43cm tall and 38cm mouth diameter. Linear impressed herringbone on the collar and vertical finger tip decoration on the two neck ridges. Or kept at Salisbury Museum, Pitt Rivers Collection; and Christchurch. ?",N/a,Unknown,Unknown,Unknown,Direct,Container of body,,Y,,Pottery,72842,"Red House Museum, Christchurch",,,,232
73583,75393,,Pot,,,148,Pot,Deverel-Rimbury  (Unknown/Unspecified),"Grinsell's (1959, 120) Milborne barrow 14, Deverel Barrow: no further info",N/a,Unknown,Unknown,Upright,Direct,Container of body,,,,Pottery,72844,Unknown,,,,1059
