Site_ID,PGGP_event_ID,HER_event_ID,HER_event_type,Event_type,Event_name,Event_description,Event_summary,Event_start,Event_end
40039,1017,,,Casual Observation,"Casual Observation, Kilnsea Warren","Finds recovered from the beach at Kilnsea by a member of the public Mr. R. J. W. Batchelor of the R.E. Dept. Victoria Barracks, Beverley in 1957.",,09/10/1957,09/10/1957
40158,1018,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Skerne",Partly excavated by the Yorks Antiquarian Club in 1849,,01/01/1849,31/12/1849
72845,1019,,,Full Excavation (1950-),"Excavation at Argam Lane, Rudston","Excavated by Stead, 1976. In total 18 burials were excavated.",,01/01/1976,31/12/1976
72846,1020,,,Full Excavation (1950-),"Excavation at Burton Fleming, opposite Argam Lane",Excavated by Stead in 1972. In total 18 burials were excavated.,,01/01/1972,31/12/1972
72847,1021,,,Full Excavation (1950-),"Excavation at Burton Fleming, Bell Slack",Excavated by Stead in 1978. In total 42 burials were excavated.,,01/01/1978,31/12/1978
72848,1022,,,Full Excavation (1950-),Excavation at Wetwang Slack,"Excavation of Bronze Age round barrows, an Iron Age square barrow cemetery and Romano-British settlement by Dent between 1965-1975.",,01/01/1965,31/12/1975
72849,1023,,,Full Excavation (1950-),Excavation at Wetwang Village,Excavation of a chariot burial by the British Museum,,01/03/2001,30/04/2001
30009,1024,,,Antiquarian Excavation (pre-1950),"Yr Hen Fynwent, surface finds",Cists and urns containing human bones found during the enclosure of common land,,01/01/1800,31/12/1850
30017,1025,,,Casual Observation,"Cerrig Ddewi, findspot",Accidental discovery in 1850 during levelling operations,,01/01/1850,12/12/1850
30019,1026,,,Casual Observation,"Menai Bridge, findspot","About 1864, two urns with burnt bones were found near the landing stage for steamers at Menai Bridge.",,01/01/1864,12/12/1864
30028,1027,,,Casual Observation,"Flagstaff Quarry, Penmon, surface finds",Workmen clearing away surface soil (quarry work) in 1889 discovered a mound of loose stones,,01/01/1889,12/12/1889
40036,1028,,,Casual Observation,"Totley's Farm, Burstwick",Finds retrieved during gravel quarrying in 1966.,,01/01/1966,31/12/1966
30031,1029,,,Casual Observation,"Bryn Ifan farm, findspot",Finds recovered by workmen during fence repair,,01/01/1876,12/12/1876
40182,1030,,,Casual Observation,"Casual Observation, Swinescaif Quarry",Finds recovered during chalk quarrying in 1974,,01/01/1974,31/12/1974
40187,1031,,,Full Excavation (1950-),"Caythorpe Gas Pipeline project, Full Excavation (1950-), Woldgate",Excavation undertaken by Northern Archaeological Associates in advance of pipeline construction in 1992.,,01/01/1992,31/12/1992
72850,1032,,,Partial Investigation,Garton Slack,Finds retrieved by C and E Grantham during gravel quarrying in 1967. Part of broader excavations in advance of quarrying undertaken between 1965 and the early 1980s and directed initially by TCM Brewster and subsequently by JS Dent (see EHU29).,,01/01/1967,31/12/1967
72851,1033,,,Casual Observation,"Casual Observation, Beverley","Finds recovered in unknown circumstances and donated to the Yorkshire Museum, probably during the mid-19th century (based on the accession date)",,01/01/1825,31/12/1875
72852,1034,EWX898; EWX899,,Antiquarian Excavation (pre-1950),Owermoigne,"Excavation of two barrows in Owermoigne parish, directed by Cree and Cunnington, probably around 1894-5 when the urns were presented to Dorset County Museum.",,01/01/1894,31/12/1895
20112,1035,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Tarrant Hinton",Unlocated antiquarian excavation,,01/01/1800,31/12/1899
72858,1036,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Telegraph Clump","Investigations of unlocated round barrows within the Telegraph Clump Group, close to Blandford race course by JH Austin in 1840",,01/01/1840,31/12/1840
20123,1037,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Launceston Down North #19 a-f",Each barrow was examined by J. H. Austen in 1864.,,01/01/1864,31/12/1864
20123,1038,EDO145,,Antiquarian Excavation (pre-1950),,Excavation by the Piggotts in 1938 revealed three additional urned cremations in the side of a WWI training trench. These were thought to represent an urnfield associated with the barrow burials.,,01/01/1938,31/12/1938
20125,1039,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Rowbarrow",Opened by Baron Hambro and William Shipp in 1860.,,01/01/1860,31/12/1860
20127,1040,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), East Down House",Excavated by J. C. Mansel-Pleydell in 1908,,01/01/1908,31/12/1908
72859,1041,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Week Street Down","All of the eight barrows from this group were opened by Warne in September 1848, but it is not possible to correlate his account with individual barrows",,01/09/1848,30/09/1848
72860,1042,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Roke Down #46a-e","Antiquarian excavations by H. Durden, W. Shipp and potentially others at the Roke Down barrow group",,01/01/1844,31/12/1850
20205,1043,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Roke Down #46e",Excavated in 1840 by Wake Smart and later by Solly,,01/01/1840,31/12/1840
72863,1044,EWX2208; EWX406,,Full Excavation (1950-),"The Excavation of Three Round barrows on Chaldon Down, Dorset, 1969","The Excavation of Three Round barrows on Chaldon Down, Dorset, 1969, directed by D A White.",,01/09/1969,30/09/1969
20227,1045,,,Casual Observation,"Casual Observation, Wick Lane",Finds recovered by local antiquarian Herbert Druitt during gravel quarrying in 1926-9.,,01/01/1926,31/12/1929
40064,1046,,,Casual Observation,"Casual Observation, Middleton on the Wolds",Finds recoverd during factory extensions at a quarry (c. 1921),,01/01/1921,31/12/1921
40047,1047,,,Antiquarian Excavation (pre-1950),"MacIlwaine's Pit, Elloughton","Controlled excavation by T. Sheppard of burials uncovered during gravel extraction at Mill Hill, Elloughton in 1923.",,01/01/1923,31/12/1923
20234,1048,,,Casual Observation,"Casual Observation, Moordown, Redbreast",Finds recovered by workmen during trenching for a tree plantation in 1873,,01/01/1873,31/12/1873
20234,1049,,,Casual Observation,"Casual Observation, Moordown, Redbreast","Seven more urns recovered from this site between 1908 and 1923 (Calkin 1962, 6)",,01/01/1908,31/12/1923
20250,1050,EDO5007,,Full Excavation (1950-),"St. Catherine's Hill Bowl Barrow, Christchurch; disturbed cremation urn","Members of the South Wessex Archaeological Association discovered and excavated a disturbed burial urn protruding from the top of a heavily eroded bowl barrow whilst carrying out a survey on St. Catherine's Hill, Christchurch, during January 1974.The urn was removed and excavated under lab conditions. It was an Early Bronze Age collared urn inverted with the base and some contents missing. Fragments of cremated bone suggested that the burial was that of a youth. The broken remains of an inverted pigmy cup were also found, as was a carbonised fragment of hazel kernel.The urn was found in the northern face of the barrow close to the north eastern corner of the 1921 excavations on this barrow.",,01/01/1974,31/01/1974
72865,1051,EDO5750,,Antiquarian Excavation (pre-1950),"Bronze Age barrows opened on Blackwater Hill, ","The gold torc now exhibited was found in 1852 by the third Earl of Malmesbury in a barrow at Blackwater. It is not clear in which of the many barrows here it was discovered but it must have been one of those which are scattered over the top and side of St. Catherine's Hill. The only account of the finding of the torc is contained in (a): ""On these heaths there are many barrows, of which I have opened three. In the first the layers of turf were perfectly preserved in slices, one upon another, and on reaching the level the body was clearly delineated in black bone-dust. In the second the ashes were in a vase of unbaked pottery, and in the third there was only a beautiful twisted bracelet of solid gold"". That these barrows were at Blackwater is known from a label preserved with the bracelet at Heron Court. (1)The large size of the barrows (possibly those at SZ 19 NW 19) and the B.A. evidence from the other two opened at the same time suggest EBA contracted burial. (2) No information was gained during recording or fieldwork to enable the barrows in which these finds were made to be identified. (3)  ( 1a) General reference ""Memoirs of an ex-Minister"" 1885, 8, 9 (Third Earl of Malmesbury) ( 1) General reference O G S Crawford P S A 24 1911-12 39 (o G S Crawford) ( 2) General reference Proc.Hants FC and AS, 14, 1938-40, 17 (L V Grinsell) ( 3) Field Investigators Comments F1 WCW 15-JUL-54NMR UID: 650748",,01/01/1852,31/12/1852
20013,1052,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Cerne Down #3",Excavated by Warne in the mid-late 19th century 'one of my own personal researches' (Warne's Barrow 1),,01/01/1825,31/12/1866
20031,1053,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Milborne Wood",Opened around 1883.,,01/01/1883,31/12/1883
20041,1054,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Conygar Hill","Excavation by Mr E. Cunnington in the late 19th century. See Acland, J. 1916. List of Dorset Barrows opened by Mr E. Cunnington or described by him, PDNHAFC 37, 40-47 (Barrow 4).",,04/03/1880,13/03/1880
20054,1055,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Mr C. Mayo's Farm",Opened by E Cunnington,,01/08/1881,31/08/1881
20055,1056,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Little Puddle Hill",Opened by E Cunnington,,01/08/1881,31/08/1881
20056,1057,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Poxwell Down",Two unlocated barrows opened by C. Warne at Poxwell Down,,01/01/1820,31/12/1860
20061,1058,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bagber Barrow",Part-excavated by Mansell-Playdell in 1895.,,01/01/1895,31/12/1895
20062,1059,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Deverel Barrow",Deverel Barrow was opened by Miles in 1824.,,01/01/1824,31/12/1824
20067,1060,,,Casual Observation,"Casual Observation, Tuckton Bridge",Finds recovered during the construction of Tuckton Bridge in 1881. Presented to Boscombe Public Library by Clive Holland MBE JP in 1885.,,01/01/1881,31/12/1881
20069,1061,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Ridge Way, Friar Waddon",Excavated and numbered Ridgeway No 8 by E Cunnington.,,01/01/1885,31/12/1885
20074,1062,,,Casual Observation,"Casual Observation, Duddle Dairy House",Material recovered from barrow during gravel quarrying in 1872 by E. Cunnington.,,01/01/1872,31/12/1872
20082,1063,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Knighton Heath Wood",Excavated by E. Cunnington in 1890.,,01/01/1890,31/12/1890
20099,1064,,,Casual Observation,"Casual Observation, North Heath, Warmwell",Finds recovered in advance of gravel digging before 1954,,01/01/1954,31/12/1954
20139,1065,,,Casual Observation,"Casual Observation, Dudsbury Camp",Finds retrieved by H. Sharman when rabbiting at Hampreston near Dudsbury camp.,,01/01/1966,31/12/1966
20133,1066,,,Full Excavation (1950-),"Full Excavation (1950-), Down Farm",Down Farm ring ditch cemetery excavated by M. Green in 1980.,,01/01/1980,31/12/1980
20156,1067,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Sixpenny Handley #24",Excavated by Pitt Rivers in 1893.,,01/01/1892,31/12/1893
30033,1068,,,Casual Observation,"Llystyn Farm, findspot","Finds recovered from a field on Llystyn Farm, Dolbenmaen in March 1821. The urns fell to pieces upon discovery",,01/03/1821,20/03/1821
30034,1069,,,Antiquarian Excavation (pre-1950),"Penmaenmawr Quarry, findspot",Barrow excavation at Penmaenmawr granite quarry in 1890,,21/03/1890,30/03/1890
30035,1070,,,Casual Observation,"Gorphwysfa Hotel, findspot",Finds recovered during the construction of a hotel in 1983,,01/01/1983,12/12/1983
30036,1071,,,Casual Observation,Allt Lwyd,Finds recovered from a disturbed cairn in the late 1960s ,,01/01/1967,12/12/1967
30037,1072,,,Antiquarian Excavation (pre-1950),"Carnedd Howel, partial excavation","The cairn was partly excavated circa 1869, when bronze age pottery was found",,01/01/1869,12/12/1869
30042,1073,,,Casual Observation,"Rhosbeirio Farmyard, findspot",Cist burial found casually in 1866,,01/01/1866,12/12/1866
30044,1074,,,Casual Observation,"Bryn Seiont, findspot",Barrow/finds accidentally discovered and disturbed while stone collecting for building outhouse farm buildings,,01/01/1866,12/12/1866
30045,1075,,,Casual Observation,"Maes y Barcer, findspot","Accidental discovery of urn with cremation, now in NMW. In 1946 when cutting a drain ",,01/01/1946,12/12/1946
30047,1076,,,Antiquarian Excavation (pre-1950),"Cae Meini, Llanidan, findspot","Cremation cemetery, found by labourer digging a new hedge and subsequently excavated by Hugh Prichard ",,01/01/1882,31/12/1882
30050,1077,,,Casual Observation,"Rhiw, findspot",Urn found during ploughing by H. Jones in 1958,,01/01/1958,12/12/1958
30051,1078,,,Full Excavation (1950-),Cefn Cwmwd,"Rhostrehwfa. Excavated as part of the A55 roadscheme (Roberts, Cuttler and Hughes 2004)",,01/01/1999,07/07/1999
30052,1079,,,Casual Observation,Glan Yr Afon,Urn found when ploughing field in 1864 ,,01/01/1864,31/12/1864
30056,1080,,,Casual Observation,"Bryn Crug, Bethel, findspot",Burials found during agricultural work in 1855 and 1868,,01/01/1855,31/12/1868
30059,1081,,,Casual Observation,"Pen yr Orsedd, Nefyn, findspot",Urns found accidentally in 1691. Note the pots 'all had dark earth and smelt very ungratefully' ,,01/01/1691,31/12/1691
40006,1082,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bishop Wilton #M15",Mortimer re-opening ,,01/08/1892,10/08/1892
30063,1083,,,Casual Observation,"Pen y Bonc, findspot",Cist removed by farmer in 1828,,01/01/1828,12/12/1828
30065,1084,,,Casual Observation,"Pen y Bryn Manor, findspot",Urned cremation burial found in 1824 during road construction ,,01/01/1824,31/12/1824
30067,1085,,,Casual Observation,Buckley Arms Hotel at Dinas Mawddwy,Cist and urns found during railway construction and pipeline trenching between 1865-75,,01/01/1865,31/12/1875
30074,1086,,,Antiquarian Excavation (pre-1950),Mwdwl Eithin,Barrow excavated 1911-12,,01/01/1911,01/01/1912
30078,1087,,,Casual Observation,"Ffrwd yr Hebog, findspot",Cinerary urns found by workmen when digging foundations for a new chapel ,,01/01/1875,12/12/1875
30079,1088,,,Antiquarian Excavation (pre-1950),Mynydd Mass Mawr,Trenches dug into a cairn in 1930,,01/01/1930,12/12/1930
30081,1089,,,Casual Observation,"Tyddyn Bach, findspot",Cist found during the removal of a standing stone by the farmer in 1873,,01/01/1873,31/12/1873
30082,1090,,,Casual Observation,Pantyneuadd,Cremations cemetery found while removing a hedge in a garden at Pantyneuadd in c. 1884,,01/01/1884,31/12/1884
30087,1091,,,Casual Observation,"Abergynolwyn, findspot",Cist found by accident at the back of new cottages in 1877,,01/01/1877,12/12/1877
30088,1092,,,Casual Observation,Abergynolwyn,Urned cremation burials found while building school foundations in 1833,,01/01/1833,12/12/1833
30095,1093,,,Antiquarian Excavation (pre-1950),"Bryn Beddau Isaf, findspot",Finds recovered from a 'rifled round barrow' in 1922,,01/01/1922,12/12/1922
50095,1094,,,Casual Observation,"Casual Observation, Deal Mongeham Primary School",Found when digging house foundations ,,01/02/1949,28/02/1949
50096,1095,,,Casual Observation,"Casual Observation, Denne's Brickfield",Found in brickfield by accident before 1911,,01/01/1909,12/12/1910
50100,1096,,,Casual Observation,"Casual Observation, Fiveways",Found during machining ,,01/01/1950,12/12/1950
20014,1097,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bincombe Down #4",Excavated by Charles Warne ,,01/01/1848,12/12/1848
20015,1098,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Charlbury #37",opened by charles warne ,,01/01/1864,12/12/1864
20018,1099,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Penn Hill",Found by Capt Sabine of Muckleford ,,01/01/1829,12/12/1829
40002,1100,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Wold Newton #M284",Mortimer excavated this ,,01/01/1894,12/12/1894
40004,1101,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bridlington #M280",Mortimer in 1893,,01/01/1893,12/12/1893
